municipio,vereador,partido_x,proposta_tipo,proposta_numero,proposta_ano,proposta_ementa,proposta_url,partido_y,tem_bio,n_propostas,tipos_propostas,tamanho_corpus_limpo,proposta_ementa_tokenizada,ementa_sem_stopwords,ementa_lematizada
Campina Grande,Sargento Wellington Cobra,sem_partido,PL,114,2026,denomina de rua severino dos ramos calixto da silva uma nova via pública no município de campina grande e dá outras providências,https://sapl.campinagrande.pb.leg.br/materia/1012190,,True,47,"PINF, PL",5000.0,"['denomina', 'de', 'rua', 'severino', 'dos', 'ramos', 'calixto', 'da', 'silva', 'uma', 'nova', 'via', 'pública', 'no', 'município', 'de', 'campina', 'grande', 'e', 'dá', 'outras', 'providências']","['denomina', 'rua', 'severino', 'ramos', 'calixto', 'silva', 'nova', 'via', 'pública', 'município', 'campina', 'grande', 'dá', 'outras', 'providências']","['denominar', 'rua', 'severino', 'Ramos', 'Calixto', 'Silva', 'novo', 'via', 'público', 'município', 'Campina', 'grande']"
Campina Grande,Sargento Wellington Cobra,sem_partido,PL,74,2026,projeto de lei para a criação do programa regularização fundiária no município de campina grande pb para fins de regularização urbanística e fundiária,https://sapl.campinagrande.pb.leg.br/materia/1011988,,True,47,"PINF, PL",5000.0,"['projeto', 'de', 'lei', 'para', 'a', 'criação', 'do', 'programa', 'regularização', 'fundiária', 'no', 'município', 'de', 'campina', 'grande', 'pb', 'para', 'fins', 'de', 'regularização', 'urbanística', 'e', 'fundiária']","['projeto', 'lei', 'criação', 'programa', 'regularização', 'fundiária', 'município', 'campina', 'grande', 'pb', 'fins', 'regularização', 'urbanística', 'fundiária']","['projeto', 'Lei', 'criação', 'programa', 'regularização', 'fundiário', 'município', 'Campina', 'grande', 'fim', 'regularização', 'urbanístico', 'fundiário']"
Campina Grande,Sargento Wellington Cobra,sem_partido,PL,68,2026,autoriza o poder executivo a instituir o impostômetro municipal no âmbito do município de campina grande como instrumento de educação fiscal e transparência pública e dá outras providências,https://sapl.campinagrande.pb.leg.br/materia/1011740,,True,47,"PINF, PL",5000.0,"['autoriza', 'o', 'poder', 'executivo', 'a', 'instituir', 'o', 'impostômetro', 'municipal', 'no', 'âmbito', 'do', 'município', 'de', 'campina', 'grande', 'como', 'instrumento', 'de', 'educação', 'fiscal', 'e', 'transparência', 'pública', 'e', 'dá', 'outras', 'providências']","['autoriza', 'poder', 'executivo', 'instituir', 'impostômetro', 'municipal', 'âmbito', 'município', 'campina', 'grande', 'instrumento', 'educação', 'fiscal', 'transparência', 'pública', 'dá', 'outras', 'providências']","['autorizar', 'poder', 'executivo', 'instituir', 'impostômetro', 'municipal', 'município', 'Campina', 'grande', 'instrumento', 'educação', 'fiscal', 'transparênciar', 'público']"
Campina Grande,Sargento Wellington Cobra,sem_partido,PL,64,2026,denomina de rua comerciante josé severino da silva uma nova via pública no município de campina grande e dá outras providências,https://sapl.campinagrande.pb.leg.br/materia/1011736,,True,47,"PINF, PL",5000.0,"['denomina', 'de', 'rua', 'comerciante', 'josé', 'severino', 'da', 'silva', 'uma', 'nova', 'via', 'pública', 'no', 'município', 'de', 'campina', 'grande', 'e', 'dá', 'outras', 'providências']","['denomina', 'rua', 'comerciante', 'josé', 'severino', 'silva', 'nova', 'via', 'pública', 'município', 'campina', 'grande', 'dá', 'outras', 'providências']","['denominar', 'rua', 'comerciante', 'José', 'Severino', 'Silva', 'novo', 'via', 'público', 'município', 'Campina', 'grande']"
Campina Grande,Sargento Wellington Cobra,sem_partido,PL,63,2026,dispõe a criação de praça pública no terreno livre na rua arius em frente à lavanderia localizada no bairro do catolé,https://sapl.campinagrande.pb.leg.br/materia/1011735,,True,47,"PINF, PL",5000.0,"['dispõe', 'a', 'criação', 'de', 'praça', 'pública', 'no', 'terreno', 'livre', 'na', 'rua', 'arius', 'em', 'frente', 'à', 'lavanderia', 'localizada', 'no', 'bairro', 'do', 'catolé']","['dispõe', 'criação', 'praça', 'pública', 'terreno', 'livre', 'rua', 'arius', 'frente', 'lavanderia', 'localizada', 'bairro', 'catolé']","['dispor', 'criação', 'praça', 'pública', 'terreno', 'livre', 'rua', 'arius', 'frente', 'lavanderio', 'localizar', 'bairro', 'catolé']"
Campina Grande,Sargento Wellington Cobra,sem_partido,PL,62,2026,dispõe a criação de praça pública no terreno livre na rua moacir farias leite localizada no bairro portal sudoeste,https://sapl.campinagrande.pb.leg.br/materia/1011734,,True,47,"PINF, PL",5000.0,"['dispõe', 'a', 'criação', 'de', 'praça', 'pública', 'no', 'terreno', 'livre', 'na', 'rua', 'moacir', 'farias', 'leite', 'localizada', 'no', 'bairro', 'portal', 'sudoeste']","['dispõe', 'criação', 'praça', 'pública', 'terreno', 'livre', 'rua', 'moacir', 'farias', 'leite', 'localizada', 'bairro', 'portal', 'sudoeste']","['dispor', 'criação', 'praça', 'pública', 'terreno', 'livre', 'rua', 'Moacir', 'farias', 'leite', 'localizar', 'bairro', 'portal', 'sudoeste']"
Campina Grande,Sargento Wellington Cobra,sem_partido,PINF,34,2026,solicitação de informações acerca do atraso no pagamento dos salários dos médicos vinculados ao hospital pedro i que estão há cinco meses sem receber seus vencimentos bem como esclarecimentos sobre as medidas adotadas para regularização da situação,https://sapl.campinagrande.pb.leg.br/materia/1014707,,True,47,"PINF, PL",5000.0,"['solicitação', 'de', 'informações', 'acerca', 'do', 'atraso', 'no', 'pagamento', 'dos', 'salários', 'dos', 'médicos', 'vinculados', 'ao', 'hospital', 'pedro', 'i', 'que', 'estão', 'há', 'cinco', 'meses', 'sem', 'receber', 'seus', 'vencimentos', 'bem', 'como', 'esclarecimentos', 'sobre', 'as', 'medidas', 'adotadas', 'para', 'regularização', 'da', 'situação']","['solicitação', 'informações', 'acerca', 'atraso', 'pagamento', 'salários', 'médicos', 'vinculados', 'hospital', 'pedro', 'i', 'cinco', 'meses', 'receber', 'vencimentos', 'bem', 'esclarecimentos', 'sobre', 'medidas', 'adotadas', 'regularização', 'situação']","['solicitação', 'informação', 'acerca', 'atraso', 'pagamento', 'salário', 'médico', 'vincular', 'hospital', 'Pedro', 'cinco', 'mês', 'receber', 'vencimento', 'bem', 'esclarecimento', 'sobre', 'medida', 'adotar', 'regularização', 'situação']"
Campina Grande,Sargento Wellington Cobra,sem_partido,PINF,33,2026,solicitação de informações e providências da secretaria municipal de saúde acerca do descumprimento de decisão judicial para fornecimento do aparelho freestyle libre a paciente elizabete de andrade ferreira bem como adoção de medidas emergenciais para cumprimento imediato da ordem judicial,https://sapl.campinagrande.pb.leg.br/materia/1014706,,True,47,"PINF, PL",5000.0,"['solicitação', 'de', 'informações', 'e', 'providências', 'da', 'secretaria', 'municipal', 'de', 'saúde', 'acerca', 'do', 'descumprimento', 'de', 'decisão', 'judicial', 'para', 'fornecimento', 'do', 'aparelho', 'freestyle', 'libre', 'a', 'paciente', 'elizabete', 'de', 'andrade', 'ferreira', 'bem', 'como', 'adoção', 'de', 'medidas', 'emergenciais', 'para', 'cumprimento', 'imediato', 'da', 'ordem', 'judicial']","['solicitação', 'informações', 'providências', 'secretaria', 'municipal', 'saúde', 'acerca', 'descumprimento', 'decisão', 'judicial', 'fornecimento', 'aparelho', 'freestyle', 'libre', 'paciente', 'elizabete', 'andrade', 'ferreira', 'bem', 'adoção', 'medidas', 'emergenciais', 'cumprimento', 'imediato', 'ordem', 'judicial']","['solicitação', 'informação', 'providêncio', 'secretaria', 'Municipal', 'saúde', 'acerca', 'descumprimento', 'decisão', 'judicial', 'fornecimento', 'aparelho', 'freestyle', 'libre', 'paciente', 'elizabete', 'Andrade', 'Ferreira', 'bem', 'adoçãor', 'medida', 'emergencial', 'cumprimento', 'imediato', 'ordem', 'judicial']"
Campina Grande,Sargento Wellington Cobra,sem_partido,PINF,29,2026,solicitação de esclarecimentos à secretaria de saúde sobre o funcionamento do hospital da criança,https://sapl.campinagrande.pb.leg.br/materia/1013602,,True,47,"PINF, PL",5000.0,"['solicitação', 'de', 'esclarecimentos', 'à', 'secretaria', 'de', 'saúde', 'sobre', 'o', 'funcionamento', 'do', 'hospital', 'da', 'criança']","['solicitação', 'esclarecimentos', 'secretaria', 'saúde', 'sobre', 'funcionamento', 'hospital', 'criança']","['solicitação', 'esclarecimento', 'Secretariao', 'saúde', 'sobre', 'funcionamento', 'hospital', 'criança']"
Campina Grande,Sargento Wellington Cobra,sem_partido,PINF,28,2026,solicita informações à secretaria municipal de saúde acerca da falta de medicamentos na ubs campo sales que se encontra há aproximadamente oito meses sem abastecimento regular,https://sapl.campinagrande.pb.leg.br/materia/1013601,,True,47,"PINF, PL",5000.0,"['solicita', 'informações', 'à', 'secretaria', 'municipal', 'de', 'saúde', 'acerca', 'da', 'falta', 'de', 'medicamentos', 'na', 'ubs', 'campo', 'sales', 'que', 'se', 'encontra', 'há', 'aproximadamente', 'oito', 'meses', 'sem', 'abastecimento', 'regular']","['solicita', 'informações', 'secretaria', 'municipal', 'saúde', 'acerca', 'falta', 'medicamentos', 'ubs', 'campo', 'sales', 'encontra', 'aproximadamente', 'oito', 'meses', 'abastecimento', 'regular']","['solicitar', 'informação', 'secretario', 'Municipal', 'saúde', 'acerca', 'falta', 'medicamento', 'ubs', 'Campo', 'Sales', 'encontrar', 'aproximadamente', 'oito', 'mês', 'abastecimento', 'regular']"
Campina Grande,Sargento Wellington Cobra,sem_partido,PINF,27,2026,solicitação de esclarecimentos à secretaria de saúde sobre desabastecimento das farmácias das ubs,https://sapl.campinagrande.pb.leg.br/materia/1013600,,True,47,"PINF, PL",5000.0,"['solicitação', 'de', 'esclarecimentos', 'à', 'secretaria', 'de', 'saúde', 'sobre', 'desabastecimento', 'das', 'farmácias', 'das', 'ubs']","['solicitação', 'esclarecimentos', 'secretaria', 'saúde', 'sobre', 'desabastecimento', 'farmácias', 'ubs']","['solicitação', 'esclarecimento', 'Secretariao', 'saúde', 'sobre', 'desabastecimento', 'farmácia', 'ubs']"
Campina Grande,Sargento Wellington Cobra,sem_partido,PINF,26,2026,solicitação de esclarecimentos à secretaria de saúde acerca da situação dos servidores da área da saúde que foram desligados no mês de janeiro de 2026 e que até a presente data ainda não receberam os salários devidos,https://sapl.campinagrande.pb.leg.br/materia/1013561,,True,47,"PINF, PL",5000.0,"['solicitação', 'de', 'esclarecimentos', 'à', 'secretaria', 'de', 'saúde', 'acerca', 'da', 'situação', 'dos', 'servidores', 'da', 'área', 'da', 'saúde', 'que', 'foram', 'desligados', 'no', 'mês', 'de', 'janeiro', 'de', 'e', 'que', 'até', 'a', 'presente', 'data', 'ainda', 'não', 'receberam', 'os', 'salários', 'devidos']","['solicitação', 'esclarecimentos', 'secretaria', 'saúde', 'acerca', 'situação', 'servidores', 'área', 'saúde', 'desligados', 'mês', 'janeiro', 'presente', 'data', 'ainda', 'receberam', 'salários', 'devidos']","['solicitação', 'esclarecimento', 'secretario', 'saúde', 'acerca', 'situação', 'servidor', 'área', 'saúde', 'desligar', 'mês', 'janeiro', 'presente', 'datar', 'ainda', 'receber', 'salário', 'devir']"
Campina Grande,Sargento Wellington Cobra,sem_partido,PINF,23,2026,solicitação de esclarecimentos à secretaria de saúde acerca da dificuldade enfrentada pela população no que diz respeito ao atendimento telefônico destinado à marcação de consultas e exames na rede municipal de saúde,https://sapl.campinagrande.pb.leg.br/materia/1013386,,True,47,"PINF, PL",5000.0,"['solicitação', 'de', 'esclarecimentos', 'à', 'secretaria', 'de', 'saúde', 'acerca', 'da', 'dificuldade', 'enfrentada', 'pela', 'população', 'no', 'que', 'diz', 'respeito', 'ao', 'atendimento', 'telefônico', 'destinado', 'à', 'marcação', 'de', 'consultas', 'e', 'exames', 'na', 'rede', 'municipal', 'de', 'saúde']","['solicitação', 'esclarecimentos', 'secretaria', 'saúde', 'acerca', 'dificuldade', 'enfrentada', 'população', 'diz', 'respeito', 'atendimento', 'telefônico', 'destinado', 'marcação', 'consultas', 'exames', 'rede', 'municipal', 'saúde']","['solicitação', 'esclarecimento', 'secretario', 'saúde', 'acerca', 'dificuldade', 'enfrentar', 'população', 'dizer', 'respeito', 'atendimento', 'telefônico', 'destinar', 'marcação', 'consultar', 'exame', 'rede', 'Municipal', 'saúde']"
Campina Grande,Sargento Wellington Cobra,sem_partido,PINF,22,2026,solicitação de esclarecimentos à secretaria municipal de educação acerca do motivo pelo qual ainda não foram iniciadas as aulas na creche lenise medeiros,https://sapl.campinagrande.pb.leg.br/materia/1013385,,True,47,"PINF, PL",5000.0,"['solicitação', 'de', 'esclarecimentos', 'à', 'secretaria', 'municipal', 'de', 'educação', 'acerca', 'do', 'motivo', 'pelo', 'qual', 'ainda', 'não', 'foram', 'iniciadas', 'as', 'aulas', 'na', 'creche', 'lenise', 'medeiros']","['solicitação', 'esclarecimentos', 'secretaria', 'municipal', 'educação', 'acerca', 'motivo', 'ainda', 'iniciadas', 'aulas', 'creche', 'lenise', 'medeiros']","['solicitação', 'esclarecimento', 'secretaria', 'Municipal', 'educação', 'acerca', 'motivo', 'ainda', 'iniciar', 'aula', 'creche', 'lenise', 'Medeiros']"
Campina Grande,Sargento Wellington Cobra,sem_partido,PINF,20,2026,solicitação de esclarecimentos ao poder executivo e à secretaria de saúde por qual motivo a reforma da ubs plínio lemos ainda não foi iniciada,https://sapl.campinagrande.pb.leg.br/materia/1012943,,True,47,"PINF, PL",5000.0,"['solicitação', 'de', 'esclarecimentos', 'ao', 'poder', 'executivo', 'e', 'à', 'secretaria', 'de', 'saúde', 'por', 'qual', 'motivo', 'a', 'reforma', 'da', 'ubs', 'plínio', 'lemos', 'ainda', 'não', 'foi', 'iniciada']","['solicitação', 'esclarecimentos', 'poder', 'executivo', 'secretaria', 'saúde', 'motivo', 'reforma', 'ubs', 'plínio', 'lemos', 'ainda', 'iniciada']","['solicitação', 'esclarecimento', 'poder', 'executivo', 'secretaria', 'saúde', 'motivo', 'reforma', 'ubs', 'plínio', 'ler', 'ainda', 'iniciar']"
Campina Grande,Sargento Wellington Cobra,sem_partido,PINF,19,2026,solicitação de esclarecimentos à prefeitura municipal sobre a suspensão do programa tarifa zero,https://sapl.campinagrande.pb.leg.br/materia/1012904,,True,47,"PINF, PL",5000.0,"['solicitação', 'de', 'esclarecimentos', 'à', 'prefeitura', 'municipal', 'sobre', 'a', 'suspensão', 'do', 'programa', 'tarifa', 'zero']","['solicitação', 'esclarecimentos', 'prefeitura', 'municipal', 'sobre', 'suspensão', 'programa', 'tarifa', 'zero']","['solicitação', 'esclarecimento', 'prefeitura', 'municipal', 'sobre', 'suspensão', 'programa', 'tarifa', 'zero']"
Campina Grande,Sargento Wellington Cobra,sem_partido,PINF,18,2026,solicitação de esclarecimentos à prefeitura municipal de campina grande sobre o atraso no pagamento dos salários dos servidores municipais,https://sapl.campinagrande.pb.leg.br/materia/1012903,,True,47,"PINF, PL",5000.0,"['solicitação', 'de', 'esclarecimentos', 'à', 'prefeitura', 'municipal', 'de', 'campina', 'grande', 'sobre', 'o', 'atraso', 'no', 'pagamento', 'dos', 'salários', 'dos', 'servidores', 'municipais']","['solicitação', 'esclarecimentos', 'prefeitura', 'municipal', 'campina', 'grande', 'sobre', 'atraso', 'pagamento', 'salários', 'servidores', 'municipais']","['solicitação', 'esclarecimento', 'prefeitura', 'Municipal', 'Campina', 'grande', 'sobre', 'atraso', 'pagamento', 'salário', 'servidor', 'municipal']"
Campina Grande,Sargento Wellington Cobra,sem_partido,PINF,17,2026,solicitação de esclarecimentos ao poder executivo e à secretaria de saúde sobre o atraso no pagamento dos aluguéis do prédio onde atualmente funciona o hospital dr edgley,https://sapl.campinagrande.pb.leg.br/materia/1012643,,True,47,"PINF, PL",5000.0,"['solicitação', 'de', 'esclarecimentos', 'ao', 'poder', 'executivo', 'e', 'à', 'secretaria', 'de', 'saúde', 'sobre', 'o', 'atraso', 'no', 'pagamento', 'dos', 'aluguéis', 'do', 'prédio', 'onde', 'atualmente', 'funciona', 'o', 'hospital', 'dr', 'edgley']","['solicitação', 'esclarecimentos', 'poder', 'executivo', 'secretaria', 'saúde', 'sobre', 'atraso', 'pagamento', 'aluguéis', 'prédio', 'onde', 'atualmente', 'funciona', 'hospital', 'dr', 'edgley']","['solicitação', 'esclarecimento', 'poder', 'executivo', 'secretaria', 'saúde', 'sobre', 'atraso', 'pagamento', 'aluguel', 'prédio', 'onde', 'atualmente', 'funcionar', 'hospital', 'edgley']"
Campina Grande,Sargento Wellington Cobra,sem_partido,PINF,16,2026,solicitação de esclarecimentos à secretaria de saúde acerca do não pagamento de alguns aluguéis dos imóveis onde funcionam os postos de saúde deste município,https://sapl.campinagrande.pb.leg.br/materia/1012427,,True,47,"PINF, PL",5000.0,"['solicitação', 'de', 'esclarecimentos', 'à', 'secretaria', 'de', 'saúde', 'acerca', 'do', 'não', 'pagamento', 'de', 'alguns', 'aluguéis', 'dos', 'imóveis', 'onde', 'funcionam', 'os', 'postos', 'de', 'saúde', 'deste', 'município']","['solicitação', 'esclarecimentos', 'secretaria', 'saúde', 'acerca', 'pagamento', 'alguns', 'aluguéis', 'imóveis', 'onde', 'funcionam', 'postos', 'saúde', 'deste', 'município']","['solicitação', 'esclarecimento', 'secretario', 'saúde', 'acerca', 'pagamento', 'algum', 'aluguel', 'imóvel', 'onde', 'funcionar', 'pôr', 'saúde', 'município']"
Campina Grande,Sargento Wellington Cobra,sem_partido,PINF,15,2026,solicita se à secretaria de saúde esclarecimentos acerca do funcionamento irregular dos equipamentos de raio x e tomógrafo nos hospitais e unidades de saúde deste município,https://sapl.campinagrande.pb.leg.br/materia/1012399,,True,47,"PINF, PL",5000.0,"['solicita', 'se', 'à', 'secretaria', 'de', 'saúde', 'esclarecimentos', 'acerca', 'do', 'funcionamento', 'irregular', 'dos', 'equipamentos', 'de', 'raio', 'x', 'e', 'tomógrafo', 'nos', 'hospitais', 'e', 'unidades', 'de', 'saúde', 'deste', 'município']","['solicita', 'secretaria', 'saúde', 'esclarecimentos', 'acerca', 'funcionamento', 'irregular', 'equipamentos', 'raio', 'x', 'tomógrafo', 'hospitais', 'unidades', 'saúde', 'deste', 'município']","['solicitar', 'secretario', 'saúde', 'esclarecimento', 'acerca', 'funcionamento', 'irregular', 'equipamento', 'raio', 'tomógrafo', 'hospital', 'unidade', 'saúde', 'município']"
Campina Grande,Sargento Wellington Cobra,sem_partido,PINF,14,2026,solicitação de esclarecimentos à secretaria de saúde acerca do fechamento de unidades básicas de saúde ubs neste município,https://sapl.campinagrande.pb.leg.br/materia/1012398,,True,47,"PINF, PL",5000.0,"['solicitação', 'de', 'esclarecimentos', 'à', 'secretaria', 'de', 'saúde', 'acerca', 'do', 'fechamento', 'de', 'unidades', 'básicas', 'de', 'saúde', 'ubs', 'neste', 'município']","['solicitação', 'esclarecimentos', 'secretaria', 'saúde', 'acerca', 'fechamento', 'unidades', 'básicas', 'saúde', 'ubs', 'neste', 'município']","['solicitação', 'esclarecimento', 'secretario', 'saúde', 'acerca', 'fechamento', 'unidade', 'básico', 'saúde', 'ubs', 'município']"
Campina Grande,Sargento Wellington Cobra,sem_partido,PINF,13,2026,solicitação de esclarecimentos à secretaria de saúde acerca do grande número de demissões ocorridas,https://sapl.campinagrande.pb.leg.br/materia/1012397,,True,47,"PINF, PL",5000.0,"['solicitação', 'de', 'esclarecimentos', 'à', 'secretaria', 'de', 'saúde', 'acerca', 'do', 'grande', 'número', 'de', 'demissões', 'ocorridas']","['solicitação', 'esclarecimentos', 'secretaria', 'saúde', 'acerca', 'grande', 'número', 'demissões', 'ocorridas']","['solicitação', 'esclarecimento', 'secretario', 'saúde', 'acerca', 'grande', 'número', 'demissãor', 'ocorrir']"
Campina Grande,Sargento Wellington Cobra,sem_partido,PINF,12,2026,solicita se ao poder executivo municipal esclarecimentos acerca da utilização de espaço público localizado na feirinha das malvinas onde funciona a comercialização de plantas,https://sapl.campinagrande.pb.leg.br/materia/1012396,,True,47,"PINF, PL",5000.0,"['solicita', 'se', 'ao', 'poder', 'executivo', 'municipal', 'esclarecimentos', 'acerca', 'da', 'utilização', 'de', 'espaço', 'público', 'localizado', 'na', 'feirinha', 'das', 'malvinas', 'onde', 'funciona', 'a', 'comercialização', 'de', 'plantas']","['solicita', 'poder', 'executivo', 'municipal', 'esclarecimentos', 'acerca', 'utilização', 'espaço', 'público', 'localizado', 'feirinha', 'malvinas', 'onde', 'funciona', 'comercialização', 'plantas']","['solicitar', 'poder', 'executivo', 'municipal', 'esclarecimento', 'acerca', 'utilização', 'espaço', 'público', 'localizar', 'feirinha', 'Malvino', 'onde', 'funcionar', 'comercialização', 'planto']"
Campina Grande,Sargento Wellington Cobra,sem_partido,PINF,8,2026,solicitação de informações oficiais e detalhadas acerca do fechamento da farmácia da ubs do centenário,https://sapl.campinagrande.pb.leg.br/materia/1011955,,True,47,"PINF, PL",5000.0,"['solicitação', 'de', 'informações', 'oficiais', 'e', 'detalhadas', 'acerca', 'do', 'fechamento', 'da', 'farmácia', 'da', 'ubs', 'do', 'centenário']","['solicitação', 'informações', 'oficiais', 'detalhadas', 'acerca', 'fechamento', 'farmácia', 'ubs', 'centenário']","['solicitação', 'informação', 'oficial', 'detalhar', 'acerca', 'fechamento', 'farmácia', 'ubs', 'centenário']"
Campina Grande,Sargento Wellington Cobra,sem_partido,PINF,7,2026,solicita se à secretaria municipal de meio ambiente esclarecimentos acerca da atual situação do represamento do canal das piabas localizado na avenida canal,https://sapl.campinagrande.pb.leg.br/materia/1011875,,True,47,"PINF, PL",5000.0,"['solicita', 'se', 'à', 'secretaria', 'municipal', 'de', 'meio', 'ambiente', 'esclarecimentos', 'acerca', 'da', 'atual', 'situação', 'do', 'represamento', 'do', 'canal', 'das', 'piabas', 'localizado', 'na', 'avenida', 'canal']","['solicita', 'secretaria', 'municipal', 'meio', 'ambiente', 'esclarecimentos', 'acerca', 'atual', 'situação', 'represamento', 'canal', 'piabas', 'localizado', 'avenida', 'canal']","['solicitar', 'secretaria', 'municipal', 'meio', 'ambiente', 'esclarecimento', 'acerca', 'atual', 'situação', 'represamento', 'canal', 'piabas', 'localizar', 'avenida', 'canal']"
Campina Grande,Sargento Wellington Cobra,sem_partido,PINF,6,2026,solicita se à secretaria municipal de meio ambiente informações oficiais sobre o conhecimento em relação à mortandade de peixes no açude velho,https://sapl.campinagrande.pb.leg.br/materia/1011865,,True,47,"PINF, PL",5000.0,"['solicita', 'se', 'à', 'secretaria', 'municipal', 'de', 'meio', 'ambiente', 'informações', 'oficiais', 'sobre', 'o', 'conhecimento', 'em', 'relação', 'à', 'mortandade', 'de', 'peixes', 'no', 'açude', 'velho']","['solicita', 'secretaria', 'municipal', 'meio', 'ambiente', 'informações', 'oficiais', 'sobre', 'conhecimento', 'relação', 'mortandade', 'peixes', 'açude', 'velho']","['solicitar', 'secretaria', 'municipal', 'meio', 'ambiente', 'informação', 'oficial', 'sobre', 'conhecimento', 'relação', 'mortandade', 'peixe', 'açude', 'velho']"
Campina Grande,Sargento Wellington Cobra,sem_partido,PINF,5,2026,solicita se à secretaria de finanças de campina grande que informe oficialmente as datas detalhadas do recebimento do piso da enfermagem entre janeiro 2025 e janeiro 2026,https://sapl.campinagrande.pb.leg.br/materia/1011859,,True,47,"PINF, PL",5000.0,"['solicita', 'se', 'à', 'secretaria', 'de', 'finanças', 'de', 'campina', 'grande', 'que', 'informe', 'oficialmente', 'as', 'datas', 'detalhadas', 'do', 'recebimento', 'do', 'piso', 'da', 'enfermagem', 'entre', 'janeiro', 'e', 'janeiro']","['solicita', 'secretaria', 'finanças', 'campina', 'grande', 'informe', 'oficialmente', 'datas', 'detalhadas', 'recebimento', 'piso', 'enfermagem', 'janeiro', 'janeiro']","['solicitar', 'secretario', 'Finanças', 'campina', 'grande', 'informe', 'oficialmente', 'datar', 'detalhar', 'recebimento', 'piso', 'enfermagem', 'janeiro', 'janeiro']"
Campina Grande,Sargento Wellington Cobra,sem_partido,PINF,4,2026,solicitação de esclarecimentos à secretaria de saúde do motivo do fechamento da ubs grande campina,https://sapl.campinagrande.pb.leg.br/materia/1011824,,True,47,"PINF, PL",5000.0,"['solicitação', 'de', 'esclarecimentos', 'à', 'secretaria', 'de', 'saúde', 'do', 'motivo', 'do', 'fechamento', 'da', 'ubs', 'grande', 'campina']","['solicitação', 'esclarecimentos', 'secretaria', 'saúde', 'motivo', 'fechamento', 'ubs', 'grande', 'campina']","['solicitação', 'esclarecimento', 'secretario', 'saúde', 'motivo', 'fechamento', 'ubs', 'grande', 'campina']"
Campina Grande,Sargento Wellington Cobra,sem_partido,PINF,1,2026,solicitação de esclarecimentos à energisa sobre o desligamento da energia elétrica dos prédios das secretarias de administração e obras de campina grande,https://sapl.campinagrande.pb.leg.br/materia/1011237,,True,47,"PINF, PL",5000.0,"['solicitação', 'de', 'esclarecimentos', 'à', 'energisa', 'sobre', 'o', 'desligamento', 'da', 'energia', 'elétrica', 'dos', 'prédios', 'das', 'secretarias', 'de', 'administração', 'e', 'obras', 'de', 'campina', 'grande']","['solicitação', 'esclarecimentos', 'energisa', 'sobre', 'desligamento', 'energia', 'elétrica', 'prédios', 'secretarias', 'administração', 'obras', 'campina', 'grande']","['solicitação', 'esclarecimento', 'energisa', 'sobre', 'desligamento', 'energia', 'elétrico', 'prédio', 'secretario', 'administração', 'obra', 'Campina', 'grande']"
Campina Grande,Jô Oliveira,sem_partido,PL,307,2026,reconhece de utilidade pública a associação viva brasil intercâmbio e experiências socioculturais e dá outras providências,https://sapl.campinagrande.pb.leg.br/materia/1013612,,True,43,"EME, PINF, PL",5000.0,"['reconhece', 'de', 'utilidade', 'pública', 'a', 'associação', 'viva', 'brasil', 'intercâmbio', 'e', 'experiências', 'socioculturais', 'e', 'dá', 'outras', 'providências']","['reconhece', 'utilidade', 'pública', 'associação', 'viva', 'brasil', 'intercâmbio', 'experiências', 'socioculturais', 'dá', 'outras', 'providências']","['reconhecer', 'utilidade', 'público', 'associação', 'vivo', 'Brasil', 'intercâmbio', 'experiência', 'sociocultural']"
Campina Grande,Jô Oliveira,sem_partido,PL,298,2026,dispõe sobre a dispensa da cobrança de multas fundamentadas no disposto no art 143 da lei municipal nº 4129 03 código de posturas e dá outras providências,https://sapl.campinagrande.pb.leg.br/materia/1013576,,True,43,"EME, PINF, PL",5000.0,"['dispõe', 'sobre', 'a', 'dispensa', 'da', 'cobrança', 'de', 'multas', 'fundamentadas', 'no', 'disposto', 'no', 'art', 'da', 'lei', 'municipal', 'nº', 'código', 'de', 'posturas', 'e', 'dá', 'outras', 'providências']","['dispõe', 'sobre', 'dispensa', 'cobrança', 'multas', 'fundamentadas', 'disposto', 'art', 'lei', 'municipal', 'nº', 'código', 'posturas', 'dá', 'outras', 'providências']","['dispor', 'sobre', 'dispensa', 'cobrança', 'multa', 'fundamentar', 'disposto', 'art', 'lei', 'Municipal', 'código', 'posturar']"
Campina Grande,Jô Oliveira,sem_partido,PL,278,2026,denomina de maria do socorro douettes araújo maria de félix uma das novas ruas do nosso município e dá outras providências,https://sapl.campinagrande.pb.leg.br/materia/1013447,,True,43,"EME, PINF, PL",5000.0,"['denomina', 'de', 'maria', 'do', 'socorro', 'douettes', 'araújo', 'maria', 'de', 'félix', 'uma', 'das', 'novas', 'ruas', 'do', 'nosso', 'município', 'e', 'dá', 'outras', 'providências']","['denomina', 'maria', 'socorro', 'douettes', 'araújo', 'maria', 'félix', 'novas', 'ruas', 'município', 'dá', 'outras', 'providências']","['denominar', 'Maria', 'socorro', 'douette', 'Araújo', 'Maria', 'félix', 'novo', 'rua', 'município']"
