municipio,vereador,partido,email,telefone,proposta_tipo,proposta_numero,proposta_ano,proposta_ementa,proposta_url
Bayeux,Josauro Pereira,MDB,josauropereira@bayeux.pb.leg.br,,REQ,292.0,2025.0,"REQUER A PAVIMENTAÇÃO DA RUA MANOEL BERNADINO DA SILVA, NO BAIRRO MÁRIO ANDREAZZA",https://sapl.bayeux.pb.leg.br/materia/14
Bayeux,Josauro Pereira,MDB,josauropereira@bayeux.pb.leg.br,,REQ,291.0,2025.0,"REQUER A PAVIMENTAÇÃO DA RUA MONTEIRO LOBATO, NO BAIRRO MÁRIO ANDREAZZA",https://sapl.bayeux.pb.leg.br/materia/10
Bayeux,Josauro Pereira,MDB,josauropereira@bayeux.pb.leg.br,,PLO,32.0,2025.0,"INSTITUI A SEMANA DE CONSCIENTIZAÇÃO E PREVENÇÃO AO CÂNCER NO ÂMBITO DO MUNICÍPIO DE BAYEUX, E DÁ OUTRAS PROVIDÊNCIAS",https://sapl.bayeux.pb.leg.br/materia/86
Bayeux,Josauro Pereira,MDB,josauropereira@bayeux.pb.leg.br,,PDL,22.0,2025.0,CONCEDE O TÍTULO DE CIDADÃO BAYEUXENSE AO SR. GUSTAVO EMANUEL CHAVES HERMÍNIO.,https://sapl.bayeux.pb.leg.br/materia/185
Bayeux,Josauro Pereira,MDB,josauropereira@bayeux.pb.leg.br,,EIMP,15.0,2025.0,"Estima a receita e fixa a despesa do Município de Bayeux para o exercício financeiro de 2026, e dá outras providências.",https://sapl.bayeux.pb.leg.br/materia/347
Bayeux,Josauro Pereira,MDB,josauropereira@bayeux.pb.leg.br,,PDL,8.0,2025.0,"CONCEDE TÍTULO DE CIDADÃO BAYEUXENSE AO SENHOR SAULO COSTA ANDRADE, E DÁ OUTRAS PROVIDÊNCIAS.",https://sapl.bayeux.pb.leg.br/materia/70
Bayeux,Wagner do Grau,PSD,wagnerdograu@bayeux.pb.leg.br,,REQ,169.0,2026.0,,https://sapl.bayeux.pb.leg.br/materia/618
Bayeux,Wagner do Grau,PSD,wagnerdograu@bayeux.pb.leg.br,,REQ,153.0,2026.0,"REQUER O ENVIO DE EXPEDIENTE À EXMA. SRA. PREFEITA CONSTITUCIONAL E AO SECRETÁRIO MUNICIPAL DE INFRAESTRUTURA, SOLICITANDO A MANUTENÇÃO, REVITALIZAÇÃO, LIMPEZA E CAPINAÇÃO DA PRAÇA VEREADOR FRANCO, LOCALIZADA NO BAIRRO DO SESI.",https://sapl.bayeux.pb.leg.br/materia/589
Bayeux,Wagner do Grau,PSD,wagnerdograu@bayeux.pb.leg.br,,REQ,152.0,2026.0,"REQUER O ENVIO DE EXPEDIENTE À EXMA. SRA. PREFEITA CONSTITUCIONAL E AO SECRETÁRIO DE INFRAESTRUTURA, SOLICITANDO A MANUTENÇÃO, LIMPEZA E CAPINAÇÃO DA ""PRAÇA DOS PNEUS"", LOCALIZADA NA RUA PROJETADA 282, NO BAIRRO JARDIM AEROPORTO.",https://sapl.bayeux.pb.leg.br/materia/588
Bayeux,Wagner do Grau,PSD,wagnerdograu@bayeux.pb.leg.br,,REQ,94.0,2026.0,"REQUER O ENVIO DE EXPEDIENTE À EXMA. SRA. PREFEITA CONSTITUCIONAL E AO SECRETÁRIO MUNICIPAL DE INFRAESTRUTURA, SOLICITANDO A MANUTENÇÃO, REVITALIZAÇÃO, LIMPEZA E CAPINAÇÃO DA PRAÇA VEREADOR FRANCO, LOCALIZADA NO BAIRRO DO SESI.",https://sapl.bayeux.pb.leg.br/materia/490
Bayeux,Wagner do Grau,PSD,wagnerdograu@bayeux.pb.leg.br,,REQ,93.0,2026.0,"REQUER O ENVIO DE EXPEDIENTE À EXMA. SRA. PREFEITA CONSTITUCIONAL E AO SECRETÁRIO DE INFRAESTRUTURA, SOLICITANDO A MANUTENÇÃO, LIMPEZA E CAPINAÇÃO DA ""PRAÇA DOS PNEUS"", LOCALIZADA NA RUA PROJETADA 282, NO BAIRRO JARDIM AEROPORTO.",https://sapl.bayeux.pb.leg.br/materia/489
Bayeux,Wagner do Grau,PSD,wagnerdograu@bayeux.pb.leg.br,,REQ,54.0,2026.0,"REQUER O ENVIO DE EXPEDIENTE AO SECRETÁRIO MUNICIPAL DE INFRAESTRUTURA SOLICITANDO A COMPLETA REVITALIZAÇÃO DA PRAÇA DO CORETO, LOCALIZADA NO BAIRRO DA IMACULADA.",https://sapl.bayeux.pb.leg.br/materia/441
Bayeux,Wagner do Grau,PSD,wagnerdograu@bayeux.pb.leg.br,,REQ,53.0,2026.0,"REQUER O ENVIO DE EXPEDIENTE AOS SECRETÁRIOS MUNICIPAIS DE INFRAESTRUTURA E DE JUVENTUDE, ESPORTE E LAZER, SOLICITANDO A REVITALIZAÇÃO INTEGRAL DA ÁREA DE CONVIVÊNCIA ADJACENTE AO ESTÁDIO MUNICIPAL LOURIVAL CAETANO.",https://sapl.bayeux.pb.leg.br/materia/440
Bayeux,Wagner do Grau,PSD,wagnerdograu@bayeux.pb.leg.br,,REQ,42.0,2026.0,"REQUER SOLICITAÇÃO DE SERVIÇOS DE LIMPEZA URBANA E CAPINAÇÃO DAS VIAS PÚBLICAS NO CRUZAMENTO DA RUA BEZERRA DE MENEZES COM A RUA PEDRO HONÓRIO DA SILVA, LOCALIZADAS NO BAIRRO ALTO DA BOA VISTA.",https://sapl.bayeux.pb.leg.br/materia/425
Bayeux,Wagner do Grau,PSD,wagnerdograu@bayeux.pb.leg.br,,REQ,41.0,2026.0,"REQUER O SERVIÇO DE PAVIMENTAÇÃO ASFÁLTICA DAS RUAS JOSÉ NETO E DO JARDIM, LOCALIZADAS NO MÁRIO ANDREAZZA.",https://sapl.bayeux.pb.leg.br/materia/424
Bayeux,Wagner do Grau,PSD,wagnerdograu@bayeux.pb.leg.br,,REQ,30.0,2026.0,"REQUER AO PODER EXECUTIVO MUNICIPAL A LIMPEZA EMERGENCIAL DAS ÁREAS RIBEIRINHAS E A DESOBSTRUÇÃO DE GALERIAS PLUVIAIS, VISANDO À PREVENÇÃO DE INUNDAÇÕES DECORRENTES DO PERÍODO CHUVOSO.",https://sapl.bayeux.pb.leg.br/materia/408
Bayeux,Wagner do Grau,PSD,wagnerdograu@bayeux.pb.leg.br,,REQ,29.0,2026.0,"REQUER AO PODER EXECUTIVO MUNICIPAL A EXECUÇÃO DOS SERVIÇOS DE CAPINAÇÃO E OPERAÇÃO TAPA-BURACOS NA RUA PROJETADA, Nº 281, LOCALIZADA NO BAIRRO JARDIM AEROPORTO.",https://sapl.bayeux.pb.leg.br/materia/407
Bayeux,Wagner do Grau,PSD,wagnerdograu@bayeux.pb.leg.br,,REQ,28.0,2026.0,"REQUER AO PODER EXECUTIVO MUNICIPAL A EXECUÇÃO DOS SERVIÇOS DE CAPINAÇÃO E LIMPEZA URBANA NA RUA RODRIGUES ALVES, LOCALIZADA NO BAIRRO DA IMACULADA.",https://sapl.bayeux.pb.leg.br/materia/406
Bayeux,Wagner do Grau,PSD,wagnerdograu@bayeux.pb.leg.br,,REQ,11.0,2026.0,"REQUER O ENVIO DE EQUIPE DE INFRAESTRUTURA  PARA RUA MANOEL NUNES DOS SANTOS , PROXIMO AO ESPETINHO DO NEGO , ONDE PRECISA SER FEITA MANUTENÃO DE TAPA BURACOS .",https://sapl.bayeux.pb.leg.br/materia/384
Bayeux,Wagner do Grau,PSD,wagnerdograu@bayeux.pb.leg.br,,REQ,10.0,2026.0,"REQUER O ENVIO DE EQUIPE DE INFRAESTRUTURA  PARA RUA VALDECIR TORRES EM FRENTE DO SUPERMERCADO KI PREÇO  , ONDE PRECISA SER FEITA MANUTENÃO DE TAPA BURACOS .",https://sapl.bayeux.pb.leg.br/materia/383
Bayeux,Wagner do Grau,PSD,wagnerdograu@bayeux.pb.leg.br,,INSLE,3.0,2026.0,TERMO DE CONSENTIMENTO PARA INSCRIÇÃO DE CHAPA NA ELEIÇÃO PARA O CARGO DE 1.º VICE-PRESIDENTE DA MESA DIRETORA - WAGNER DO GRAU - CHAPA 02,https://sapl.bayeux.pb.leg.br/materia/521
Bayeux,Wagner do Grau,PSD,wagnerdograu@bayeux.pb.leg.br,,REQ,475.0,2025.0,"EMENTA: REQUER A VIABILIZAÇÃO DE ESTUDOS TÉCNICOS PARA REALIZAR O COMPLEMENTO DA PAVIMENTAÇÃO NA RUA VICENTE PEREIRA DA SILVA, NO BAIRRO ALTO DA BOA VISTA.",https://sapl.bayeux.pb.leg.br/materia/326
Bayeux,Wagner do Grau,PSD,wagnerdograu@bayeux.pb.leg.br,,REQ,453.0,2025.0,"REQUER O ENVIO DE EQUIPE DE MANUTENÇÃO EM ILUMINAÇÃO PÚBLICA PARA TROCA DE LÂMPADAS NA ENTRADA/SAÍDA DE BAYEUX, NO TRECHO COMPREENDIDO ENTRE O ALPHAVILLE E O HOSPITAL METROPOLITANO.",https://sapl.bayeux.pb.leg.br/materia/292
Bayeux,Wagner do Grau,PSD,wagnerdograu@bayeux.pb.leg.br,,REQ,452.0,2025.0,REQUER QUE SEJAM VIABILIZADOS ESTUDOS TÉCNICOS E INTERVENÇÕES URGENTES REFERENTES ÀS TAMPAS DE BUEIROS EM TODA A EXTENSÃO DA AVENIDA BRASIL.,https://sapl.bayeux.pb.leg.br/materia/291
Bayeux,Wagner do Grau,PSD,wagnerdograu@bayeux.pb.leg.br,,REQ,430.0,2025.0,REQUER AO EXECUTIVO MUNICIPAL ESTUDOS PARA A CRIAÇÃO E IMPLANTAÇÃO DE UM CENTRO DE IMAGEM MUNICIPAL EM BAYEUX.,https://sapl.bayeux.pb.leg.br/materia/258
Bayeux,Wagner do Grau,PSD,wagnerdograu@bayeux.pb.leg.br,,REQ,429.0,2025.0,"REQUER QUE SEJA REALIZADA A OPERAÇÃO TAPA-BURACO NO CRUZAMENTO DA RUA FRANCISCO PONTES COM A RUA DIÓGENES CHIANCA, NO BAIRRO DO SESI.",https://sapl.bayeux.pb.leg.br/materia/257
Bayeux,Wagner do Grau,PSD,wagnerdograu@bayeux.pb.leg.br,,REQ,415.0,2025.0,"REQUER QUE SEJA REALIZADA A OPERAÇÃO TAPA-BURACO NA AV. JORN. ROBERTO MARINHO, NO BAIRRO AEROPORTO.",https://sapl.bayeux.pb.leg.br/materia/231
Bayeux,Wagner do Grau,PSD,wagnerdograu@bayeux.pb.leg.br,,REQ,407.0,2025.0,"REQUER QUE SEJA REALIZADA A OPERAÇÃO TAPA-BURACO NA TRAVESSA IMACULADA CONCEIÇÃO, NO BAIRRO IMACULADA.",https://sapl.bayeux.pb.leg.br/materia/222
Bayeux,Wagner do Grau,PSD,wagnerdograu@bayeux.pb.leg.br,,REQ,406.0,2025.0,REQUER QUE SEJA REALIZADA A OPERAÇÃO TAPA-BURACO NA AVENIDA JORNALISTA ROBERTO MARINHO NO BAIRRO AEROPORTO.,https://sapl.bayeux.pb.leg.br/materia/217
Bayeux,Wagner do Grau,PSD,wagnerdograu@bayeux.pb.leg.br,,REQ,404.0,2025.0,REQUER QUE SEJA REALIZADA A OPERAÇÃO TAPA-BURACO NA AVENIDA JORNALISTA ROBERTO MARINHO NO BAIRRO AEROPORTO.,https://sapl.bayeux.pb.leg.br/materia/209
Bayeux,Wagner do Grau,PSD,wagnerdograu@bayeux.pb.leg.br,,REQ,400.0,2025.0,"REQUER A REALIZAÇÃO DE SERVIÇO DE CAPINAÇÃO E LIMPEZA DAS RUAS DOS BAIRROS DO CONJUNTO MARIZ, LOCALIZADO NO BAIRRO MÁRIO ANDREAZZA, NO MUNICÍPIO DE BAYEUX.",https://sapl.bayeux.pb.leg.br/materia/201
Bayeux,Wagner do Grau,PSD,wagnerdograu@bayeux.pb.leg.br,,REQ,379.0,2025.0,EMENTA: REQUER QUE SEJA ENTREGUE MOÇÕES DE “VOTOS DE APLAUSOS”,https://sapl.bayeux.pb.leg.br/materia/174
Bayeux,Wagner do Grau,PSD,wagnerdograu@bayeux.pb.leg.br,,REQ,363.0,2025.0,EMENTA: REQUER REFORMA DO BANHEIRO DO MERCADO PÚBLICO.,https://sapl.bayeux.pb.leg.br/materia/145
Bayeux,Wagner do Grau,PSD,wagnerdograu@bayeux.pb.leg.br,,REQ,312.0,2025.0,"SOLICITA QUE SEJA ENCAMINHADO EXPEDIENTE À SECRETARIA MUNICIPAL DE EDUCAÇÃO E À SECRETARIA DE ESPORTES, SOLICITANDO O RETORNO DOS JOGOS ESCOLARES MUNICIPAIS.",https://sapl.bayeux.pb.leg.br/materia/53
Bayeux,Wagner do Grau,PSD,wagnerdograu@bayeux.pb.leg.br,,REQ,309.0,2025.0,"REQUER QUE REQUER QUE SEJA CONSIGNADO ""VOTO DE APLAUSOS"" EM ATA DOS TRABALHOS.",https://sapl.bayeux.pb.leg.br/materia/40
Bayeux,Wagner do Grau,PSD,wagnerdograu@bayeux.pb.leg.br,,PLO,130.0,2025.0,"DISPÕE SOBRE AS NORMAS DE COMERCIALIZAÇÃO DE SACOLAS PLÁSTICAS EM ESTABELECIMENTOS COMERCIAIS NO MUNICÍPIO DE BAYEUX, VEDA A COBRANÇA POR EMBALAGENS QUE CONTENHAM PUBLICIDADE OU LOGOMARCA DO FORNECEDOR E DÁ OUTRAS PROVIDÊNCIAS.",https://sapl.bayeux.pb.leg.br/materia/328
Bayeux,Wagner do Grau,PSD,wagnerdograu@bayeux.pb.leg.br,,PLO,126.0,2025.0,INSTITUI O PROGRAMA 'FARMÁCIAS PARA TODOS' NO ÂMBITO DO MUNICÍPIO DE BAYEUX E DÁ OUTRAS PROVIDÊNCIAS.,https://sapl.bayeux.pb.leg.br/materia/309
Bayeux,Wagner do Grau,PSD,wagnerdograu@bayeux.pb.leg.br,,PLO,125.0,2025.0,"DISPÕE SOBRE A CRIAÇÃO DE CADASTRO DE IMÓVEIS VAZIOS, ABANDONADOS E SEM USO POR UM PERÍODO SUPERIOR A DEZ ANOS NO MUNICÍPIO DE BAYEUX, ESTES SERÃO OBJETO DE DESAPROPRIAÇÃO E INSERÇÃO EM PROGRAMA DE HABITAÇÃO POPULAR NA FORMA ESPECIFICADA NESTA LEI E DÁ OUTRAS PROVIDÊNCIAS.",https://sapl.bayeux.pb.leg.br/materia/308
Bayeux,Wagner do Grau,PSD,wagnerdograu@bayeux.pb.leg.br,,PLO,104.0,2025.0,"Dispõe sobre a criação do serviço denominado “Sala Cidadão”, no âmbito do Município de Bayeux, e dá outras providências.",https://sapl.bayeux.pb.leg.br/materia/169
Bayeux,Wagner do Grau,PSD,wagnerdograu@bayeux.pb.leg.br,,PLO,103.0,2025.0,"Institui, no âmbito do Município de Bayeux, o “Cuida Criança” o qual será realizado no mês de outubro, e dá outras providências.",https://sapl.bayeux.pb.leg.br/materia/168
Bayeux,Wagner do Grau,PSD,wagnerdograu@bayeux.pb.leg.br,,PLO,102.0,2025.0,"Dispõe sobre a instituição de adicional indenizatório aos servidores públicos municipais requisitados pela Justiça Eleitoral, e dá outras providências.",https://sapl.bayeux.pb.leg.br/materia/167
Bayeux,Wagner do Grau,PSD,wagnerdograu@bayeux.pb.leg.br,,PLO,101.0,2025.0,"Dispõe sobre a revogação do art. 2º da Lei Municipal nº 1.477, de 24 de janeiro de 2018, que vedava aos agentes do Departamento de Trânsito de Bayeux-PB a acumulação da Gratificação de Risco de Vida (GRV) com adicionais de insalubridade e periculosidade",https://sapl.bayeux.pb.leg.br/materia/166
Bayeux,Wagner do Grau,PSD,wagnerdograu@bayeux.pb.leg.br,,EIMP,23.0,2025.0,"Estima a receita e fixa a despesa do Município de Bayeux para o exercício financeiro de 2026, e dá outras providências.",https://sapl.bayeux.pb.leg.br/materia/356
Bayeux,Wagner do Grau,PSD,wagnerdograu@bayeux.pb.leg.br,,VET,11.0,2025.0,Parecer da Comissão CCJR para manutenção do VETO integral: MENSAGEM DE VETO Nº 010/2025 VETO INTEGRAL DO PROJETO DE LEI N° 082/2025 QUE INSTITUI A POLÍTICA MUNICIPAL DE ATENDIMENTO INTEGRAL AO PACIENTE ONCOLÓGICO E CRIA O PROGRAMA DE APOIO MULTIDISCIPLINAR E LOGÍSTICA (PAM ONCOLOGIA) NO ÂMBITO DO MUNICÍPIO DE BAYEUX.: MENSAGEM DE VETO Nº 011/2025 VETO INTEGRAL AO PROJETO DE LEI N° 077/2025 QUE DIS,https://sapl.bayeux.pb.leg.br/materia/207
Bayeux,Wagner do Grau,PSD,wagnerdograu@bayeux.pb.leg.br,,VET,10.0,2025.0,Parecer da Comissão CCJR para manutenção do VETO integral: MENSAGEM DE VETO Nº 010/2025 VETO INTEGRAL DO PROJETO DE LEI N° 082/2025 QUE INSTITUI A POLÍTICA MUNICIPAL DE ATENDIMENTO INTEGRAL AO PACIENTE ONCOLÓGICO E CRIA O PROGRAMA DE APOIO MULTIDISCIPLINAR E LOGÍSTICA (PAM ONCOLOGIA) NO ÂMBITO DO MUNICÍPIO DE BAYEUX.,https://sapl.bayeux.pb.leg.br/materia/206
Bayeux,Wagner do Grau,PSD,wagnerdograu@bayeux.pb.leg.br,,VET,9.0,2025.0,"Parecer da Comissão CCJR para manutenção do VETO integral  Nº 009/2025 AO PROJETO DE LEI N° 083/2025 QUE INSTITUI A POLÍTICA MUNICIPAL DE CRIAÇÃO SOBRE A OBRIGATORIEDADE DA CONCESSÃO DE DESCONTO OU DE MEIA PORÇÃO PARA PESSOAS QUE REALIZARAM CIRURGIA BARIÁTRICA OU QUALQUER OUTRA GASTROPLASTIA, EM RESTAURANTES OU SIMILARES, E DÁ OUTRAS PROVIDÊNCIAS.",https://sapl.bayeux.pb.leg.br/materia/205
Bayeux,Wagner do Grau,PSD,wagnerdograu@bayeux.pb.leg.br,,EMD,2.0,2025.0,"Emenda Modificativa ao Projeto de Lei Nº 124/2025, de autoria do Poder Executivo, que ""Concede folga no dia do aniversário aos servidores públicos do Município de Bayeux e dá outras providências.",https://sapl.bayeux.pb.leg.br/materia/324
Bayeux,França,PT,franca@bayeux.pb.leg.br,,REQ,183.0,2026.0,REQUER A DESOBSTRUÇÃO E LIMPEZA DAS GALERIAS PLUVIAIS NO BAIRRO JARDIM SÃO SEVERINO.,https://sapl.bayeux.pb.leg.br/materia/637
Bayeux,França,PT,franca@bayeux.pb.leg.br,,REQ,178.0,2026.0,"REITERA REQUERIMENTOS ANTERIORMENTE APRESENTADOS SOLICITANDO A ALTERAÇÃO DA SINALIZAÇÃO DA RUA MARLI DIONÍSIO, DE MÃO ÚNICA PARA MÃO DUPLA.",https://sapl.bayeux.pb.leg.br/materia/629
Bayeux,França,PT,franca@bayeux.pb.leg.br,,REQ,172.0,2026.0,''Votos de Profundo Pesar” pelo falecimento do empresário GLICÉRIO FEITOSA,https://sapl.bayeux.pb.leg.br/materia/621
Bayeux,França,PT,franca@bayeux.pb.leg.br,,REQ,137.0,2026.0,"Requer a desobstrução e limpeza de galeria de esgoto em frente à Escola Municipal Assis Chateaubriand, no bairro da Imaculada.",https://sapl.bayeux.pb.leg.br/materia/553
Bayeux,França,PT,franca@bayeux.pb.leg.br,,REQ,136.0,2026.0,"Requer o recapeamento asfáltico das Ruas Celina Miranda e Napoleão Laureano, no Centro de Bayeux.",https://sapl.bayeux.pb.leg.br/materia/552
Bayeux,França,PT,franca@bayeux.pb.leg.br,,REQ,116.0,2026.0,"REQUER A REALIZAÇÃO DE LIMPEZA E CAPINAÇÃO NA RUA NEIDE ALVES DA SILVA, NO BAIRRO JARDIM SÃO SEVERINO.",https://sapl.bayeux.pb.leg.br/materia/526
Bayeux,França,PT,franca@bayeux.pb.leg.br,,REQ,115.0,2026.0,"REQUER MELHORIAS NO CALÇAMENTO E NO SISTEMA DE DRENAGEM DAS RUAS SEVERINO LEÃO E MARIA LÚCIA GOMES, NO BAIRRO JARDIM SÃO SEVERINO.",https://sapl.bayeux.pb.leg.br/materia/525
Bayeux,França,PT,franca@bayeux.pb.leg.br,,REQ,114.0,2026.0,Requeiro o reforço da solicitação para implantação de uma Unidade Básica de Saúde (UBS) no bairro Jardim São Severino.,https://sapl.bayeux.pb.leg.br/materia/524
Bayeux,França,PT,franca@bayeux.pb.leg.br,,REQ,89.0,2026.0,"REQUER A RECUPERAÇÃO DO CALÇAMENTO NO LOTEAMENTO SANTA BÁRBARA, COM ÊNFASE NA RUA OLÍVIO DE VASCONCELOS.",https://sapl.bayeux.pb.leg.br/materia/482
Bayeux,França,PT,franca@bayeux.pb.leg.br,,REQ,88.0,2026.0,"REQUER A REALIZAÇÃO DE REPAROS NO CALÇAMENTO DA TRAVESSA SÃO LOURENÇO, LOCALIZADA NO BAIRRO SÃO LOURENÇO.",https://sapl.bayeux.pb.leg.br/materia/481
Bayeux,França,PT,franca@bayeux.pb.leg.br,,REQ,87.0,2026.0,REQUER MEDIDAS DE SEGURANÇA NO TRÂNSITO NA RUA SANTA LUZIA.,https://sapl.bayeux.pb.leg.br/materia/480
Bayeux,França,PT,franca@bayeux.pb.leg.br,,REQ,64.0,2026.0,"REQUER SERVIÇO DE REPARO E OPERAÇÃO TAPA BURACO NA RUA RADIALISTA PAULO ASSIS AIRES PORTO, NO BAIRRO JARDIM AEROPORTO.",https://sapl.bayeux.pb.leg.br/materia/451
Bayeux,França,PT,franca@bayeux.pb.leg.br,,REQ,63.0,2026.0,"REQUER REFORÇO NA LIMPEZA, E SEGURANÇA NA PRAÇA ACORDA, LOCALIZADA NO BAIRRO DO AEROPORTO.",https://sapl.bayeux.pb.leg.br/materia/450
Bayeux,França,PT,franca@bayeux.pb.leg.br,,REQ,45.0,2026.0,"REQUER VOTO DE APLAUSO À SENADORA DANIELLA RIBEIRO (PP-PB) PELA COORDENAÇÃO DO PROGRAMA “ANTES QUE ACONTEÇA”, VOLTADO À PREVENÇÃO E AO ENFRENTAMENTO DA VIOLÊNCIA CONTRA A MULHER.",https://sapl.bayeux.pb.leg.br/materia/428
Bayeux,França,PT,franca@bayeux.pb.leg.br,,REQ,44.0,2026.0,"REQUER PAVIMENTAÇÃO ASFÁLTICA DA RUA JOSÉ RODRIGUES DE MOURA, NO CENTRO DE BAYEUX.",https://sapl.bayeux.pb.leg.br/materia/427
Bayeux,França,PT,franca@bayeux.pb.leg.br,,REQ,43.0,2026.0,REQUER A ADOÇÃO DE MEDIDAS DE SEGURANÇA NA POLICLÍNICA MUNICIPAL BENJAMIN MARANHÃO.,https://sapl.bayeux.pb.leg.br/materia/426
Bayeux,França,PT,franca@bayeux.pb.leg.br,,PLO,42.0,2026.0,"Institui a “Semana Municipal de Combate e Prevenção ao Assédio Moral e Sexual nas Relações de Trabalho”, no âmbito do Município de Bayeux, e dá outras providências.",https://sapl.bayeux.pb.leg.br/materia/636
Bayeux,França,PT,franca@bayeux.pb.leg.br,,REQ,35.0,2026.0,"REQUER A REALIZAÇÃO DE OPERAÇÃO TAPA-BURACO NA RUA JOSÉ RODRIGUES DE MOURA, NO BAIRRO JARDIM SÃO SEVERINO.",https://sapl.bayeux.pb.leg.br/materia/415
Bayeux,França,PT,franca@bayeux.pb.leg.br,,REQ,34.0,2026.0,REQUER A REALIZAÇÃO DE CAPINAÇÃO E LIMPEZA URBANA NO BAIRRO JARDIM SÃO SEVERINO.,https://sapl.bayeux.pb.leg.br/materia/414
Bayeux,França,PT,franca@bayeux.pb.leg.br,,REQ,21.0,2026.0,"Solicita, em caráter de urgência, a recuperação da trafegabilidade da Rua Manoel Felix dos Santos, no Bairro Jardim Aeroporto.",https://sapl.bayeux.pb.leg.br/materia/398
Bayeux,França,PT,franca@bayeux.pb.leg.br,,REQ,20.0,2026.0,Solicita ao Poder Executivo Municipal a realização de serviços de limpeza e retirada de entulhos nas dependências do Mercado Público Municipal de Bayeux.,https://sapl.bayeux.pb.leg.br/materia/397
Bayeux,França,PT,franca@bayeux.pb.leg.br,,REQ,19.0,2026.0,"Calçamento na Rua Manoel calixto de lima, no bairro do Comercial Norte.",https://sapl.bayeux.pb.leg.br/materia/396
Bayeux,França,PT,franca@bayeux.pb.leg.br,,REQ,15.0,2026.0,Requer operação tapa-buraco no bairro do Jardim Aeroporto.,https://sapl.bayeux.pb.leg.br/materia/388
Bayeux,França,PT,franca@bayeux.pb.leg.br,,IND,4.0,2026.0,,https://sapl.bayeux.pb.leg.br/materia/628
Bayeux,França,PT,franca@bayeux.pb.leg.br,,REQ,444.0,2025.0,"Recuperação do calçamento da Rua 13 de Maio, no Bairro do Sesi.",https://sapl.bayeux.pb.leg.br/materia/282
Bayeux,França,PT,franca@bayeux.pb.leg.br,,REQ,443.0,2025.0,"Solicita limpeza, reparos e pinturas de meios-fios em trechos comerciais do município.",https://sapl.bayeux.pb.leg.br/materia/281
Bayeux,França,PT,franca@bayeux.pb.leg.br,,REQ,442.0,2025.0,Limpeza e higienização do Mercado Público Municipal.,https://sapl.bayeux.pb.leg.br/materia/280
Bayeux,França,PT,franca@bayeux.pb.leg.br,,REQ,382.0,2025.0,Solicita a realização de Sessão Especial para debater o enfrentamento à violência doméstica e familiar contra a mulher no Município de Bayeux.,https://sapl.bayeux.pb.leg.br/materia/178
Bayeux,França,PT,franca@bayeux.pb.leg.br,,REQ,378.0,2025.0,Voto de Pesar do senhor Cícero Guedes Rolim.,https://sapl.bayeux.pb.leg.br/materia/173
Bayeux,França,PT,franca@bayeux.pb.leg.br,,REQ,357.0,2025.0,REPOSIÇÃO DE CALÇAMENTO NA RUA DEMOSTENES E. DOS SANTOS.,https://sapl.bayeux.pb.leg.br/materia/129
Bayeux,França,PT,franca@bayeux.pb.leg.br,,REQ,356.0,2025.0,Solicitação de tapa-buraco - Bairro do Baralho.,https://sapl.bayeux.pb.leg.br/materia/128
Bayeux,França,PT,franca@bayeux.pb.leg.br,,REQ,354.0,2025.0,SOLICITAÇÃO DE LIMPEZA URBANA NO BAIRRO JARDIM SÃO SEVERINO.,https://sapl.bayeux.pb.leg.br/materia/126
Bayeux,França,PT,franca@bayeux.pb.leg.br,,REQ,353.0,2025.0,SOLICITAÇÃO DE FAIXA DE PEDESTRE.,https://sapl.bayeux.pb.leg.br/materia/124
Bayeux,França,PT,franca@bayeux.pb.leg.br,,REQ,346.0,2025.0,"REQUER VOTO DE APLAUSO À PROFESSORA, ENFERMEIRA E PESQUISADORA PROFA. DRA. EDNICE FIDELES CAVALCANTE ANÍSIO, EM RECONHECIMENTO À SUA RELEVANTE TRAJETÓRIA ACADÊMICA, PROFISSIONAL E HUMANA, QUE ENALTECE A CIDADE DE BAYEUX.",https://sapl.bayeux.pb.leg.br/materia/117
Bayeux,França,PT,franca@bayeux.pb.leg.br,,REQ,289.0,2025.0,"EMENTA: REQUER QUE SEJA CONCEDIDO, VOTOS DE APLAUSOS à guarnição da Ronda Maria da Penha, operada pela Guarda Municipal de Bayeux e composta pelos GCMs, Inspetor Nascimento, GCM de 1ª Classe Gildo e GCM de 1ª Classe Danilo.",https://sapl.bayeux.pb.leg.br/materia/11
Bayeux,França,PT,franca@bayeux.pb.leg.br,,PLO,48.0,2025.0,NOS CONTRATOS COM A ADMINISTRAÇÃO PÚBLICA AS EMPRESAS SERÃO OBRIGADAS A TER POLÍTICA DE ABONO DE FALTA NOS CASOS DOS CUIDADOS PARA OS/AS EMPREGADOS/AS,https://sapl.bayeux.pb.leg.br/materia/259
Bayeux,França,PT,franca@bayeux.pb.leg.br,,EIMP,8.0,2025.0,"Estima a receita e fixa a despesa do Município de Bayeux para o exercício financeiro de 2026, e dá outras providências.",https://sapl.bayeux.pb.leg.br/materia/341
Bayeux,Pastora Anunciada,PSB,pastora.anunciada@bayeux.pb.leg.br,,REQ,147.0,2026.0,,https://sapl.bayeux.pb.leg.br/materia/570
